-,-,-
--start---
28, 306, 992
36, 295, 1009
62, 196, 994
64, 113, 1014
60, 105, 996
60, 105, 996
90, 96, 995
107, 5, 1001
87, -42, 985
87, -42, 985
77, -108, 1000
66, -106, 998
54, -108, 986
22, -101, 1042
16, -66, 984
-1, -54, 985
-1, -54, 985
-7, -26, 1003
-9, -56, 989
-20, -131, 1002
-,-,-
35, 361, 1010
15, 155, 1005
47, 153, 997
31, 186, 1010
31, 186, 1010
30, 228, 993
21, 237, 1000
23, 220, 1010
34, 186, 982
34, 186, 982
41, 147, 1011
68, 136, 1016
62, 161, 1013
55, 112, 969
75, 46, 1018
75, 46, 1018
38, 5, 1018
71, 12, 976
40, -12, 1013
40, -12, 1013
28, -27, 1016
30, -73, 975
38, -109, 974
-,-,-
55, 220, 996
53, 186, 985
50, 203, 1007
27, 188, 1002
59, 198, 1008
59, 198, 1008
49, 180, 1001
63, 110, 981
58, 20, 1009
45, -38, 1034
45, -38, 1034
61, -81, 971
3, -86, 1015
18, -48, 977
9, -19, 1001
9, -19, 1001
-16, -58, 1023
21, -43, 989
36, -59, 995
50, -92, 1008
50, -222, 1008
50, -222, 1008
41, -412, 988
-,-,-
41, 175, 1014
80, 108, 1000
28, 173, 998
-4, 128, 1008
25, 182, 1001
25, 182, 1001
3, 205, 987
16, 206, 1009
54, 151, 1006
62, 106, 989
62, 77, 999
62, 77, 999
53, 26, 1024
63, 24, 991
63, 24, 991
40, 40, 1009
61, -16, 1013
46, -75, 991
34, -45, 975
34, -45, 975
12, -98, 1015
17, -84, 1000
10, -68, 1020
-4, -70, 985
37, -131, 1001
37, -131, 1001
22, -159, 987
16, -212, 1017
35, -259, 987
35, -332, 1012
-,-,-
91, 146, 1012
40, 33, 986
55, 108, 989
-9, 137, 999
21, 148, 1012
21, 148, 1012
7, 175, 996
34, 122, 1018
32, 161, 992
20, 177, 1006
20, 177, 1006
40, 163, 993
41, 93, 993
60, 58, 991
59, 43, 1013
59, 43, 1013
34, 24, 1000
50, 3, 1011
29, 9, 985
29, 9, 985
24, -35, 995
38, -66, 1023
41, -87, 997
41, -87, 997
31, -90, 1016
21, -87, 998
21, -91, 978
32, -142, 998
32, -142, 998
33, -282, 1006
-,-,-
22, 112, 1002
38, 152, 988
33, 176, 1012
14, 221, 1005
14, 269, 998
14, 269, 998
-6, 235, 988
39, 156, 1001
55, 69, 1006
53, 51, 1004
53, 51, 1004
49, 53, 1005
48, 67, 1006
42, 49, 1006
29, 2, 994
29, 2, 994
50, 0, 1026
31, -9, 994
31, -9, 994
35, -29, 997
37, -27, 1006
44, -38, 991
47, -71, 1002
47, -71, 1002
91, -81, 1011
45, -120, 993
53, -218, 1006
20, -389, 993
-,-,-
33, 358, 978
-4, 124, 1024
50, 182, 995
13, 162, 996
13, 162, 996
20, 144, 1005
39, 161, 988
34, 141, 1005
52, 108, 1009
52, 108, 1009
66, 76, 1006
54, 93, 1003
43, 76, 1000
25, 41, 1004
25, 41, 1004
12, 44, 997
14, 32, 998
18, -36, 991
18, -36, 991
0, 28, 1014
25, 7, 1003
15, -35, 987
15, -35, 987
28, -16, 1000
34, -20, 1039
53, -73, 994
44, -83, 992
44, -83, 992
61, -102, 1005
65, -251, 994
52, -435, 991
-,-,-
18, 172, 998
10, 144, 1000
10, 144, 1000
14, 180, 991
26, 144, 1015
37, 133, 994
28, 116, 1017
28, 116, 1017
31, 93, 995
27, 70, 996
44, 20, 1013
47, 6, 1014
47, 6, 1014
49, 12, 991
25, 31, 996
25, 31, 996
34, 14, 1008
24, 10, 980
40, -49, 1021
32, -59, 979
32, -59, 979
30, -61, 1000
39, -54, 1035
33, -68, 988
47, -93, 982
47, -93, 982
46, -196, 1015
-,-,-
54, 189, 1008
61, 202, 994
26, 181, 1001
26, 181, 1001
16, 160, 1009
-3, 189, 990
16, 191, 1011
25, 168, 990
53, 121, 1011
53, 121, 1011
42, 74, 992
58, 28, 1001
58, 30, 1015
58, 30, 1015
37, 31, 1001
49, 22, 1003
33, 16, 991
38, -5, 1005
38, -5, 1005
51, -2, 1005
49, -26, 1022
42, -59, 976
38, -96, 1023
38, -96, 1023
39, -52, 970
42, -203, 1029
47, -315, 968
5, -351, 1004
-,-,-
22, 566, 970
56, 289, 1032
57, 205, 992
57, 205, 992
50, 225, 1002
45, 200, 998
27, 210, 1011
13, 210, 994
13, 210, 994
27, 171, 1007
47, 110, 1012
53, 120, 993
43, 115, 992
43, 115, 992
36, 107, 1002
45, 47, 1023
47, -47, 980
45, -41, 997
45, -41, 997
39, -57, 1002
40, 4, 1017
38, -19, 1004
43, -43, 995
43, -43, 995
52, -49, 1003
44, -106, 998
36, -235, 1005
22, -377, 996
2, -400, 985
2, -400, 985
-,-,-
53, 381, 983
49, 155, 1016
57, 146, 1005
57, 146, 1005
12, 158, 991
26, 124, 988
10, 157, 1010
7, 169, 1000
7, 169, 1000
29, 158, 1002
29, 132, 1014
8, 112, 1003
38, 85, 989
38, 85, 989
33, 95, 1011
53, 72, 1012
45, 33, 991
45, 33, 991
46, 3, 987
50, -29, 1005
45, -55, 986
45, -55, 986
19, -22, 1022
29, -15, 1005
21, 0, 999
26, -60, 982
26, -60, 982
50, -106, 1014
34, -132, 991
37, -132, 1003
2, -229, 1011
11, -234, 979
13, -324, 1019
13, -324, 1019
-,-,-
47, 172, 978
47, 172, 978
22, 168, 1007
14, 172, 1001
34, 133, 988
51, 104, 1011
29, 90, 997
29, 90, 997
19, 133, 1002
19, 122, 998
17, 68, 1019
17, 68, 1019
53, 46, 998
50, 10, 992
46, -46, 991
46, -46, 991
31, -10, 1017
35, -6, 991
30, -17, 988
14, -12, 1008
14, -12, 1008
19, -31, 1014
15, -59, 996
12, -24, 1014
13, -20, 978
12, -33, 1001
12, -33, 1001
17, -157, 1033
40, -287, 998
63, -385, 983
-,-,-
19, 403, 989
71, 327, 1012
37, 51, 1008
37, 51, 1008
46, 102, 997
32, 96, 999
20, 113, 1010
20, 113, 1010
9, 178, 999
8, 176, 983
15, 187, 1012
38, 174, 1001
38, 174, 1001
48, 144, 1002
49, 126, 1004
47, 91, 1006
54, 61, 1006
39, 32, 991
39, 32, 991
46, -13, 986
47, 0, 1015
42, -38, 997
42, -38, 997
26, -47, 1003
28, -78, 1006
35, -99, 1000
24, -118, 973
24, -118, 973
25, -135, 1011
18, -229, 1031
19, -261, 982
11, -311, 1007
38, -391, 992
89, -448, 993
-,-,-
18, 74, 1002
18, 74, 1002
30, 224, 996
11, 228, 993
28, 213, 1000
7, 227, 1014
7, 227, 1014
40, 208, 1014
40, 174, 1000
39, 162, 1000
42, 101, 1011
42, 101, 1011
54, 26, 972
33, -15, 998
38, -24, 1012
22, -34, 996
22, -34, 996
27, -60, 1017
20, -98, 1008
48, -93, 995
33, -107, 997
33, -52, 976
33, -52, 976
33, -122, 1040
14, -289, 982
26, -265, 995
14, -398, 1011
-,-,-
3, 463, 993
3, 463, 993
25, 342, 1012
35, 228, 998
43, 230, 1003
44, 126, 999
44, 126, 999
43, 93, 999
30, 140, 1006
18, 122, 1006
18, 122, 994
39, 88, 994
45, 65, 1003
57, 11, 1007
45, -1, 999
45, -1, 999
40, 36, 994
40, 18, 1008
38, -2, 998
38, -2, 998
26, -22, 991
27, -40, 1021
23, -52, 992
23, -52, 992
28, -33, 1001
15, -7, 1003
18, -50, 993
38, -56, 1021
38, -56, 1021
30, -82, 991
24, -177, 1007
51, -201, 1001
28, -292, 1001
40, -385, 990
-,-,-
69, 248, 1012
36, 151, 998
31, 238, 994
13, 192, 994
13, 192, 994
20, 176, 1022
23, 159, 990
33, 98, 1019
54, 38, 978
54, 38, 978
38, 42, 1001
37, 71, 1005
29, 41, 1025
29, 41, 1025
45, 37, 989
53, 26, 972
31, 0, 1015
31, 0, 1015
23, 5, 998
25, -5, 1018
30, 4, 999
30, 4, 999
33, -14, 998
49, -40, 994
33, -66, 1018
33, -66, 1018
39, -56, 991
27, -96, 1005
11, -192, 1006
29, -222, 1003
22, -356, 998
22, -356, 998
-,-,-
11, 135, 998
29, 209, 969
0, 203, 1015
28, 145, 997
30, 128, 1001
30, 128, 1001
43, 99, 1005
47, 85, 1014
7, 132, 1000
24, 134, 986
24, 134, 986
46, 59, 1012
53, 30, 1006
46, 23, 980
46, 23, 980
36, 20, 1024
41, -1, 997
52, -23, 985
52, -23, 985
52, -47, 1016
50, -56, 1006
29, -27, 1001
37, -24, 1000
31, -23, 983
31, -23, 983
8, -35, 1025
22, -186, 1009
-4, -232, 972
2, -298, 1000
0, -392, 1015
0, -392, 1015
33, -456, 987
-,-,-
22, 250, 1017
69, 143, 1001
20, 193, 995
46, 146, 996
46, 146, 996
13, 161, 1003
12, 163, 991
25, 116, 1014
43, 112, 1010
47, 104, 984
47, 104, 984
53, 59, 1007
43, 35, 1001
49, 3, 998
49, 3, 998
40, -53, 1016
42, -52, 996
19, -15, 994
19, -15, 994
14, -43, 1000
20, -38, 1008
14, -66, 1013
46, -35, 996
20, -25, 986
20, -25, 986
10, -22, 1020
11, -65, 1012
29, -190, 981
33, -244, 1001
55, -294, 1002
-,-,-
-7, 192, 990
37, 312, 992
37, 312, 992
10, 254, 999
10, 259, 986
12, 271, 1029
32, 200, 978
32, 200, 978
48, 154, 1007
66, 86, 993
67, 74, 1024
62, 39, 991
62, 39, 991
38, -23, 1009
39, -13, 991
40, -17, 1016
40, -17, 1016
37, -32, 967
38, -64, 1015
47, -103, 991
44, -139, 1007
65, -232, 1007
34, -360, 990
34, -360, 990
33, -301, 981
67, -436, 1004
69, -441, 1013
-,-,-
70, 343, 1006
70, 343, 1006
62, 193, 998
14, 273, 997
2, 261, 1003
24, 224, 991
24, 224, 991
48, 209, 1009
67, 193, 1002
37, 152, 1010
45, 153, 1001
48, 108, 992
48, 108, 992
54, 48, 1000
66, -26, 996
49, -72, 1010
32, -56, 995
32, -56, 995
24, -70, 1016
17, -69, 995
43, -126, 1005
47, -135, 1003
49, -142, 972
49, -142, 972
46, -205, 998
10, -254, 1007
45, -343, 1001
-,-,-
15, 16, 985
4, 97, 1008
4, 97, 1008
-16, 197, 997
19, 186, 994
14, 195, 1019
1, 254, 992
1, 254, 992
18, 250, 1014
36, 198, 986
63, 169, 1016
62, 117, 984
62, 117, 984
58, 103, 1030
53, 84, 969
47, 4, 1020
47, 4, 1020
66, -15, 1007
53, -63, 979
62, -73, 1009
40, -93, 1003
43, -132, 1028
43, -132, 1028
86, -131, 966
87, -258, 1003
40, -426, 999
-,-,-
-26, 110, 976
4, 108, 1012
14, 160, 1002
24, 201, 1005
24, 201, 1005
40, 248, 1010
19, 285, 1008
25, 226, 994
39, 152, 1002
78, 67, 993
78, 67, 993
66, 54, 1019
56, 52, 1003
40, -4, 1011
40, -4, 1011
46, -27, 979
36, -69, 990
30, -96, 1022
48, -120, 1003
48, -120, 1003
14, -113, 989
15, -124, 1004
31, -138, 1022
40, -192, 972
37, -300, 1012
60, -387, 990
-,-,-
15, 176, 977
15, 176, 977
9, 174, 1024
34, 166, 991
27, 179, 1007
27, 179, 1007
28, 173, 989
28, 150, 1002
44, 97, 1001
60, 44, 1012
60, 44, 1012
52, 7, 1008
50, -8, 977
23, -24, 1012
18, -63, 1020
18, -63, 1020
29, -60, 1000
34, -72, 984
44, -99, 1005
54, -153, 1010
48, -153, 995
48, -153, 995
-,-,-
23, -34, 1002
24, -35, 999
20, -31, 1002
28, 15, 1003
-6, 38, 1005
-6, 38, 1005
22, 65, 993
3, 58, 1006
31, 93, 1008
31, 93, 1008
12, 135, 1002
6, 154, 993
16, 125, 1010
34, 109, 1020
27, 81, 1000
27, 81, 1000
66, 48, 988
40, 33, 1010
23, 58, 990
23, 58, 990
11, 21, 1029
38, 16, 1006
40, -1, 982
40, -1, 982
34, -8, 986
15, -1, 1016
25, 6, 1002
25, 6, 1002
0, 3, 1017
22, -8, 998
22, -8, 998
17, -16, 999
18, -43, 980
50, -28, 1001
50, -124, 1013
50, -124, 1013
42, -292, 1014
-,-,-
31, 301, 1062
40, 89, 1027
23, 177, 1032
23, 177, 1032
12, 228, 1014
25, 191, 957
17, 208, 993
38, 191, 999
38, 191, 999
28, 173, 1013
54, 140, 993
62, 80, 1018
62, 44, 996
62, 44, 996
54, 41, 990
39, 45, 1002
23, 53, 1008
23, 53, 1008
32, 10, 973
24, -3, 1018
31, -43, 1021
43, -97, 998
43, -97, 998
41, -108, 1013
35, -106, 990
35, -114, 998
24, -135, 996
20, -167, 997
20, -167, 997
29, -246, 1024
60, -387, 983
83, -515, 994
-,-,-
21, 214, 997
21, 214, 997
33, 247, 999
30, 219, 991
42, 197, 1024
74, 132, 995
74, 132, 995
53, 110, 1003
32, 133, 1007
39, 110, 1002
55, 57, 999
55, 57, 999
36, 26, 1006
55, -6, 1004
35, -21, 1005
25, -7, 991
25, -7, 991
3, -13, 993
25, -53, 1026
31, -86, 996
31, -86, 996
43, -101, 987
25, -155, 1009
57, -180, 1009
29, -204, 1004
33, -236, 987
33, -236, 987
36, -250, 996
73, -335, 1006
-,-,-
51, 297, 970
24, 113, 1026
35, 153, 997
29, 165, 990
29, 165, 990
2, 174, 1004
20, 178, 1004
28, 181, 997
26, 176, 1008
26, 176, 1008
28, 130, 1012
62, 81, 987
57, 56, 1004
59, 38, 1006
59, 38, 1006
42, 46, 1000
50, 52, 1010
47, 30, 989
47, 30, 989
55, -25, 1005
54, -32, 983
43, -44, 1009
31, -61, 1006
31, -61, 1006
38, -76, 999
31, -127, 1012
35, -186, 1002
43, -224, 989
37, -311, 1004
33, -363, 1001
-,-,-
18, 425, 1003
99, 229, 1001
42, 134, 998
33, 228, 984
33, 228, 984
22, 180, 1011
15, 238, 998
14, 286, 1006
21, 224, 1004
32, 193, 1006
32, 193, 1006
71, 151, 1011
68, 86, 973
72, 14, 1019
60, -5, 992
60, -5, 992
49, -24, 1021
23, -6, 1010
38, -32, 996
38, -32, 996
52, -54, 1015
36, -124, 952
54, -232, 1004
59, -301, 993
25, -313, 1021
4, -379, 1000
4, -379, 1000
50, -393, 993
-,-,-
52, 325, 993
52, 325, 993
82, 262, 1012
28, 180, 1000
12, 287, 996
30, 270, 1002
30, 270, 1002
53, 243, 1003
50, 226, 1011
68, 205, 991
64, 166, 1025
59, 190, 977
59, 190, 977
49, 151, 1017
61, 66, 979
52, -18, 1013
22, -19, 1014
22, -19, 1014
41, -32, 982
26, -92, 977
29, -122, 1042
63, -198, 999
24, -186, 1014
32, -200, 984
32, -200, 984
22, -351, 1016
-,-,-
88, 234, 1047
79, 70, 995
36, 136, 1011
13, 215, 996
13, 215, 996
15, 229, 996
42, 283, 992
50, 221, 1014
64, 178, 997
64, 178, 997
92, 129, 993
71, 120, 995
66, 138, 1003
64, 89, 999
64, 89, 999
47, 71, 1027
45, 16, 1005
66, 0, 980
66, 0, 980
27, 11, 1003
22, 2, 1004
22, 2, 1004
27, -43, 996
40, -100, 1018
63, -167, 1000
27, -204, 987
7, -384, 1018
7, -384, 1018
41, -485, 991
-,-,-
66, 369, 1066
106, 97, 1021
24, 139, 1063
24, 139, 1063
27, 249, 999
18, 280, 957
42, 226, 984
39, 251, 1002
39, 251, 1002
69, 164, 957
82, 96, 1030
55, 96, 998
61, 85, 1013
61, 85, 1013
43, 36, 998
63, -2, 1013
48, -100, 979
39, -87, 998
39, -87, 998
21, -53, 1019
21, -90, 985
-3, -71, 1009
4, -106, 1012
4, -106, 1012
26, -120, 992
18, -73, 1000
26, -72, 1012
7, -81, 990
7, -81, 990
58, -147, 1012
20, -283, 996
34, -365, 991
51, -506, 999
-,-,-
17, 111, 998
17, 111, 998
38, 194, 998
3, 200, 1000
17, 249, 1015
20, 249, 989
20, 249, 989
29, 243, 1018
43, 195, 998
61, 172, 1006
49, 158, 1003
49, 158, 1003
63, 113, 988
67, 70, 1006
70, -17, 1002
39, -23, 1014
39, -23, 1014
50, -60, 1005
45, -76, 980
44, -97, 1002
35, -169, 1000
50, -190, 990
9, -187, 1018
9, -187, 1018
17, -288, 1003
32, -287, 991
5, -405, 1001
-,-,-
25, 216, 983
25, 216, 983
21, 274, 1003
83, 113, 1015
-6, 144, 995
7, 256, 995
7, 256, 995
25, 186, 1006
19, 180, 1004
46, 198, 1004
16, 217, 1003
16, 217, 1003
33, 221, 1011
57, 154, 989
62, 98, 1011
69, -1, 1003
69, -1, 1003
69, -15, 1002
29, 0, 1009
22, -17, 988
32, -14, 1005
32, -14, 1005
27, -44, 989
38, -59, 1018
34, -84, 995
34, -100, 1012
29, -122, 986
29, -122, 986
41, -143, 1017
29, -242, 1006
42, -249, 972
29, -296, 1001
29, -326, 1015
32, -306, 985
71, -274, 996
71, -274, 996
